Name,Type_of_Utility,Number_of_Ratings,Rating,Longitude,Latitude,nearest_station,اسم المحطة,geometry,neighborhood,English_name,Final Station,Path,Duration(m)
سلة الموائد,restaurant,59.0,4.4,46.7666807,24.7897505,Al Yarmuk,اليرموك,POINT (46.7666807 24.7897505),حي اشبيلية,,اليرموك,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة اليرموك.,27
بوفيه حليم المسلول,restaurant,7.0,4.3,46.7297276,24.6174697,Skirinah,سكيرينة,POINT (46.7297276 24.6174697),حي غبيرة,,سكيرينة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة سكيرينة.,58
,restaurant,24.0,5.0,46.8157442,24.7260167,As Salam,السلام,POINT (46.8157442 24.7260167),حي النسيم الغربي,Frydone,السلام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة السلام.,39
مطعم السفينة الذهبية,restaurant,67.0,4.1,46.7310446,24.7862253,Granadia,غرناطية,POINT (46.7310446 24.7862253),حي الشهداء,,غرناطية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة غرناطية.,20
لقيمات قريتنا,restaurant,8.0,5.0,46.7975464,24.6840151,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.7975464 24.6840151),حي الروابي,,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.,48
نكهات الكبدة,restaurant,466.0,3.8,46.7011743,24.6611985,Passport Department,الجوازات,POINT (46.7011743 24.6611985),حي النموذجية,Kebdita,الجوازات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الجوازات.,48
,cafe,5213.0,3.7,46.7213856,24.752476,Riyadh Exhibition Center,مركز الرياض للمعارض,POINT (46.7213856 24.752476),حي المغرزات,Rolllands Coffee,مركز الرياض للمعارض,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة مركز الرياض للمعارض.,39
,cafe,942.0,4.2,46.6925333,24.8006104,Uthman Bin Affan Rd.,طريق عثمان بن عفان,POINT (46.6925333 24.8006104),جامعة الامام محمد بن سعود الاسلامية,Barn's,طريق عثمان بن عفان,اركب المترو من المحطة الحالية، وأخرج عند محطة عثمان بن عفان.,13
مطاعم الشراع,restaurant,54.0,4.6,46.6974051,24.7313049,King Salman Park,حديقة الملك سلمان,POINT (46.6974051 24.7313049),حي المرسلات,,حديقة الملك سلمان,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة حديقة الملك سلمان.,47
مطعم جرة العاصمة,restaurant,15.0,4.7,46.7203936,24.6452117,National Museum,المتحف الوطني,POINT (46.7203936 24.6452117),حي العمل,,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.,51
خان دويش,restaurant,380.0,4.8,46.7671092,24.7890352,Al Yarmuk,اليرموك,POINT (46.7671092 24.7890352),حي اشبيلية,,اليرموك,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة اليرموك.,27
,restaurant,194.0,4.5,46.7165877,24.6216488,Al Owd,العود,POINT (46.7165877 24.6216488),حي جبرة,Buffet Askar,العود,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العود.,57
بزلاما,meal_takeaway,188.0,4.1,46.8005921,24.6879968,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.8005921 24.6879968),حي الروابي,,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.,48
,restaurant,9.0,3.7,46.775522,24.685551,Al Rajhi Grand Mosque,جامع الراجحي,POINT (46.775522 24.685551),حي الربوة,Subway,جامع الراجحي,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة جامع الراجحي.,51
,restaurant,53.0,4.0,46.8519057,24.7158925,Hassan Bin Thabit street,شارع حسان بن ثابت,POINT (46.8519057 24.7158925),حي النسيم الغربي,WSAL RESTAURANT,شارع حسان بن ثابت,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة شارع حسان بن ثابت.,51
,restaurant,16.0,4.2,46.7036412,24.663696,Al Muorabba,المربع,POINT (46.7036412 24.663696),حي النموذجية,New Cabalen Lulu,المربع,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المربع.,43
/ مطعم دعوت,restaurant,46.0,4.6,46.8150051,24.7248563,As Salam,السلام,POINT (46.8150051 24.7248563),حي النسيم الغربي,Dawat Family Restaurant,السلام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة السلام.,39
سي سيز,restaurant,65.0,4.0,46.7547534,24.7665668,Khalid Bin Alwaleed Road,طريق خالد بن الوليد,POINT (46.7547534 24.7665668),حي القدس,CC'S,طريق خالد بن الوليد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة طريق خالد بن الوليد.,34
,restaurant,1365.0,4.7,46.7977684,24.7804669,Al Khaleej,الخليج,POINT (46.7977684 24.7804669),حي اشبيلية,Falafel Themar,الخليج,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة الخليج.,36
سيريه جود,restaurant,162.0,4.1,46.7727763,24.5560902,Ad Dar Al Baida,الدار البيضاء,POINT (46.7727763 24.5560902),حي الدار البيضاء,,الدار البيضاء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الدار البيضاء.,78
,restaurant,170.0,3.4,46.775555,24.685355,Al Rajhi Grand Mosque,جامع الراجحي,POINT (46.775555 24.685355),حي الربوة,Charleys Cheesesteaks,جامع الراجحي,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة جامع الراجحي.,51
شاسكا استيشن,restaurant,2.0,5.0,46.6983956,24.675412,Ministry of Interior,وزارة الداخلية,POINT (46.6983956 24.675412),حي الوزارات,Chaska station,وزارة الداخلية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة وزارة الداخلية.,46
,restaurant,17.0,3.9,46.71636,24.6365437,Al Bat’ha,البطحاء,POINT (46.71636 24.6365437),حي الفوطة,Allah rakha restaurant,البطحاء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة البطحاء.,52
جان برجر‎,restaurant,855.0,3.8,46.662924,24.758777,Al Murooj,المروج,POINT (46.662924 24.758777),حي النخيل,Jan Burger,المروج,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المروج.,27
,restaurant,3.0,3.7,46.7143709,24.6426928,National Museum,المتحف الوطني,POINT (46.7143709 24.6426928),حي الفوطة,Fan Al Arkan At Tamir,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.,51
